Job Title,Salary,Salary_Type,location,Source,Scrape_Date
Sex Education Teacher,"$53,430",Annually,US,Shmoop,2023-12-01
Ship Captain,"$72,000",Annually,US,Shmoop,2023-12-01
Shipwright,"$94,040",Annually,US,Shmoop,2023-12-01
Sketch Artist,"$44,380",Annually,US,Shmoop,2023-12-01
Soccer Player,"$100,000",Annually,US,Shmoop,2023-12-01
Social Worker,"$44,200",Annually,US,Shmoop,2023-12-01
Solar Energy Engineer,"$90,580",Annually,US,Shmoop,2023-12-01
Sommelier,"$46,260",Annually,US,Shmoop,2023-12-01
Sound Editor,"$52,000",Annually,US,Shmoop,2023-12-01
Spa Manager,"$34,000",Annually,US,Shmoop,2023-12-01
Special Education Teacher,"$55,000",Annually,US,Shmoop,2023-12-01
Speech Therapist,"$65,000",Annually,US,Shmoop,2023-12-01
Sports Agent,"$100,000",Annually,US,Shmoop,2023-12-01
Sports Announcer,"$54,020",Annually,US,Shmoop,2023-12-01
Sports Camera Operator,"$33,130",Annually,US,Shmoop,2023-12-01
Sports Physician,"$203,300",Annually,US,Shmoop,2023-12-01
Sportscaster,"$79,050",Annually,US,Shmoop,2023-12-01
Stand-up Comedian,"$20,000",Annually,US,Shmoop,2023-12-01
Statistician,"$75,560",Annually,US,Shmoop,2023-12-01
Stem Cell Biologist,"$76,000",Annually,US,Shmoop,2023-12-01
Stenographer,"$53,000",Annually,US,Shmoop,2023-12-01
Stockbroker/Financial Services Sales Agent,"$71,720",Annually,US,Shmoop,2023-12-01
Stonemason,"$37,350",Annually,US,Shmoop,2023-12-01
Studio Musician,"$65,000",Annually,US,Shmoop,2023-12-01
Stunt Performer,"$70,000",Annually,US,Shmoop,2023-12-01
Submarine Commander,"$90,000",Annually,US,Shmoop,2023-12-01
Substitute Teacher,"$29,600",Annually,US,Shmoop,2023-12-01
Supreme Court Justice,"$213,900",Annually,US,Shmoop,2023-12-01
"Surgeon, General to Specific","$233,150",Annually,US,Shmoop,2023-12-01
Surgical Assistant,"$75,000",Annually,US,Shmoop,2023-12-01
Surveyor,"$56,230",Annually,US,Shmoop,2023-12-01
Swimming Instructor,"$22,000",Annually,US,Shmoop,2023-12-01
TV Commercial Director,"$71,350",Annually,US,Shmoop,2023-12-01
TV Reporter,"$37,674",Annually,US,Shmoop,2023-12-01
TV Writer,"$76,000",Annually,US,Shmoop,2023-12-01
Tailor,"$28,000",Annually,US,Shmoop,2023-12-01
Talent Agent,"$64,490",Annually,US,Shmoop,2023-12-01
Talent Manager,"$75,000",Annually,US,Shmoop,2023-12-01
Tank Commander,"$76,320",Annually,US,Shmoop,2023-12-01
Taxi Driver,"$22,820",Annually,US,Shmoop,2023-12-01
Taxidermist,"$51,390",Annually,US,Shmoop,2023-12-01
Tea Plantation Owner,"$25,000",Annually,US,Shmoop,2023-12-01
Technical Writer,"$65,500",Annually,US,Shmoop,2023-12-01
Telecommunications Technician,"$50,000",Annually,US,Shmoop,2023-12-01
Tennis Player,"$400,000",Annually,US,Shmoop,2023-12-01
Theatre Director,"$49,690",Annually,US,Shmoop,2023-12-01
Toll Booth Operator,"$34,000",Annually,US,Shmoop,2023-12-01
Tour Guide,"$23,770",Annually,US,Shmoop,2023-12-01
Toxicologist,"$79,000",Annually,US,Shmoop,2023-12-01
Toy Designer,"$64,180",Annually,US,Shmoop,2023-12-01
Train Conductor,"$55,000",Annually,US,Shmoop,2023-12-01
Translator,"$45,000",Annually,US,Shmoop,2023-12-01
Travel Agent,"$34,600",Annually,US,Shmoop,2023-12-01
Trial Lawyer,"$114,300",Annually,US,Shmoop,2023-12-01
Truck Driver,"$38,200",Annually,US,Shmoop,2023-12-01
Ultrasound Technician,"$65,840",Annually,US,Shmoop,2023-12-01
Umpire,"$50,000",Annually,US,Shmoop,2023-12-01
Union Head,"$300,000",Annually,US,Shmoop,2023-12-01
Upholsterer,"$33,280",Annually,US,Shmoop,2023-12-01
Urban Planner,"$65,230",Annually,US,Shmoop,2023-12-01
Urologist,"$396,233",Annually,US,Shmoop,2023-12-01
Usher,"$20,608",Annually,US,Shmoop,2023-12-01
Vegas Dealer,"$20,210",Annually,US,Shmoop,2023-12-01
Veterinarian,"$84,460",Annually,US,Shmoop,2023-12-01
Vice Principal,"$80,000",Annually,US,Shmoop,2023-12-01
Video Game Designer,"$62,310",Annually,US,Shmoop,2023-12-01
Waiter,"$18,540",Annually,US,Shmoop,2023-12-01
Water Polo Player,"$55,000",Annually,US,Shmoop,2023-12-01
Web Designer,"$62,500",Annually,US,Shmoop,2023-12-01
Web Product Manager,"$100,000",Annually,US,Shmoop,2023-12-01
Wedding Planner,"$32,000",Annually,US,Shmoop,2023-12-01
Welder,"$36,395",Annually,US,Shmoop,2023-12-01
Wildlife Rescuer,"$20,000",Annually,US,Shmoop,2023-12-01
Wind Farm Operator,"$45,000",Annually,US,Shmoop,2023-12-01
Woodworker,"$28,440",Annually,US,Shmoop,2023-12-01
Wrestler,"$50,000",Annually,US,Shmoop,2023-12-01
Writer,"$55,940",Annually,US,Shmoop,2023-12-01
Yoga Instructor,"$34,000",Annually,US,Shmoop,2023-12-01
YouTube Personality,$100,Annually,US,Shmoop,2023-12-01
Zamboni Operator,"$31,000",Annually,US,Shmoop,2023-12-01
Zookeeper,"$26,000",Annually,US,Shmoop,2023-12-01
Zoologist,"$57,710",Annually,US,Shmoop,2023-12-01
